filename,season,designer,colors,silhouette,garments,fabrics,patterns,aesthetic
Valentino-Fall-Winter-2026-Fashion13.webp,fw_2026,Valentino,"champagne, gold, cream, purple","flowing, draped, floor-length with high slit","beaded gown, cape, choker necklace","sequin, tulle, beaded mesh, chiffon",none,"luxury couture, Greek goddess, ethereal glamour"
Valentino-Fall-Winter-2026-Fashion68.webp,fw_2026,Valentino,"forest green, burgundy, tan, purple",A-line with defined waist,"pleated blouse, belt, skirt, turtleneck","pleated fabric, leather belt, textured knit",none,modern minimalist with vintage influences
Valentino-Fall-Winter-2026-Fashion29.webp,fw_2026,Valentino,"periwinkle blue, olive green, black, brown","oversized, floor-length coat with relaxed draping","long trench coat, sleeveless tunic, black pants, brown loafers","wool, cotton, leather",none,"minimalist luxury, androgynous modernism, high fashion contemporary"
Valentino-Fall-Winter-2026-Fashion28.webp,fw_2026,Valentino,"mint green, taupe, mauve, coral red","asymmetrical, flowing, relaxed","oversized tunic, asymmetrical skirt, statement collar, studded heels","silk, chiffon, feathered material",abstract floral print,"haute couture, avant-garde, editorial"
Valentino-Fall-Winter-2026-Fashion69.webp,fw_2026,Valentino,"mauve, cream, beige, charcoal","relaxed, oversized, androgynous","double-breasted blazer, tailored trousers, collared shirt","silk, wool, cotton",dotted shirt pattern,"contemporary menswear, minimalist luxury, gender-neutral fashion"
Valentino-Fall-Winter-2026-Fashion12.webp,fw_2026,Valentino,"olive green, lavender, gold, silver",oversized coat with flowing drapery,"long coat, lace shorts, statement necklace, headband","wool blend, lace, metal chain",lace detailing,luxury haute couture with bohemian influence
Valentino-Fall-Winter-2026-Fashion45.webp,fw_2026,Valentino,"pale mint green, purple, gold, charcoal gray, mauve","A-line, loose and flowing with defined waist","embroidered coat/jacket, wide gold belt, dark patterned trousers, mauve heeled shoes","embroidered brocade, structured cotton blend, jacquard, silk",floral embroidery with botanical motifs,"high fashion luxury couture, modern elegance with classical architectural backdrop"
Valentino-Fall-Winter-2026-Fashion53.webp,fw_2026,Valentino,"black, cream, teal","oversized, relaxed fit","textured long-sleeve top, wide-leg trousers, long cardigan","sequined material, cotton blend, crepe",abstract textured sequins with teal accents,"contemporary high fashion, editorial, avant-garde"
Valentino-Fall-Winter-2026-Fashion04.webp,fw_2026,Valentino,"turquoise, burgundy, black",flowing and elongated,"pleated midi dress, wide belt, sunglasses","pleated knit, crepe",none,modern minimalist elegance
Valentino-Fall-Winter-2026-Fashion73.webp,fw_2026,Valentino,"cream, green, purple",fitted and structured,"fur stole, sheath dress, platform sandals, choker necklace","fur, crepe or wool blend, suede",none,modern luxury with vintage-inspired glamour
Valentino-Fall-Winter-2026-Fashion24.webp,fw_2026,Valentino,"black, burgundy, cream, pale blue, emerald green","structured, cropped top with layered skirt","black velvet long-sleeve top, burgundy patterned vest, pale blue waist belt, black velvet wrap skirt, patterned tights, black platform heels","velvet, damask brocade, silk, lace tights","floral damask, lace","haute couture, luxe maximalist, regal elegance"
Valentino-Fall-Winter-2026-Fashion32.webp,fw_2026,Valentino,"beige, blue, red, pink, black",flowing and dramatic with high-waisted cinched waist,"long cardigan coat, sequined dress, knee-high boots, belt","silk or linen blend, sequined mesh, leather",sequined texture on dress,"haute couture, elegant maximalism, modern luxury"
Valentino-Fall-Winter-2026-Fashion65.webp,fw_2026,Valentino,"beige, taupe, burgundy, white",oversized longline double-breasted blazer,"double-breasted blazer, dress shirt, tie, dress pants, loafers","wool, cotton, leather",none,"minimalist androgynous tailoring, elevated menswear"
Valentino-Fall-Winter-2026-Fashion49.webp,fw_2026,Valentino,"black, burgundy, red, lavender",dramatic ball gown with voluminous skirt,"lace blazer, choker, ball gown skirt, long-sleeve top","lace, taffeta, silk, tulle",damask lace,"haute couture, gothic elegance, haute couture evening wear"
Valentino-Fall-Winter-2026-Fashion08.webp,fw_2026,Valentino,"golden yellow, gray, taupe","flowing, asymmetrical A-line with layered skirt","long sleeve dress, neck ruffle, layered skirt, belt detail","silk, pleated fabric, lace trim",abstract brushstroke or watercolor print,"haute couture, romantic maximalism, contemporary luxury"
Valentino-Fall-Winter-2026-Fashion03.webp,fw_2026,Valentino,"taupe, grey, black, purple",long flowing wide-leg,"long cardigan jacket, wide-leg trousers, cross-wrap belt, pendant necklace","textured knit, sequin, leather",speckled texture,modern luxury resort wear
Valentino-Fall-Winter-2026-Fashion54.webp,fw_2026,Valentino,"black, blue, brown, white","relaxed, oversized","button-up shirt, black overcoat, denim jeans, loafers, leather tote bag","wool, cotton, denim, leather",none,"modern minimalist, preppy casual, architectural luxury"
Valentino-Fall-Winter-2026-Fashion42.webp,fw_2026,Valentino,"sage green, taupe, mauve pink",empire waist midi dress with cutout,"sleeveless dress, socks, slip-on shoes","pleated silk or silk-like material, knit socks",none,contemporary haute couture with classical drapery influences
Valentino-Fall-Winter-2026-Fashion15.webp,fw_2026,Valentino,"pink, cream, black, blue",flowing and draped with oversized layered top,"geometric patterned cape/shawl, black turtleneck, black wide-leg pants, blue heeled shoes","sequined or beaded fabric, knit, crepe or wool",geometric zigzag lightning bolt pattern,"avant-garde luxury, contemporary high fashion"
Valentino-Fall-Winter-2026-Fashion81.webp,fw_2026,Valentino,"black, gold, olive green, burgundy","relaxed, oversized","patterned blazer, olive green shirt, black wide-leg pants, burgundy sneakers","wool blend, cotton, nylon, leather",geometric monogram print,"luxury streetwear, contemporary high fashion"
Valentino-Fall-Winter-2026-Fashion39.webp,fw_2026,Valentino,"brown, tan, cognac, cream","oversized, elongated, relaxed tailoring","long overcoat, collared shirt, trousers, shoulder bag, beanie, leather loafers","wool, cotton, leather",none,"contemporary luxury, minimalist menswear, tailored casual"
Valentino-Fall-Winter-2026-Fashion78.webp,fw_2026,Valentino,"gray, black, bronze, nude","relaxed, oversized blazer with fitted proportions below","tweed blazer, fur stole collar, black turtleneck, black pleated skirt, ankle strap heels","tweed, fur, wool blend, silk, leather",none,"luxe minimalist, modern sophistication with vintage-inspired elements"
Valentino-Fall-Winter-2026-Fashion58.webp,fw_2026,Valentino,"taupe, gray, black, gold","relaxed, oversized, straight-leg","pleated shirt, wide-leg trousers, belt with gold buckle, small shoulder bag","cotton, wool blend, linen",vertical pleats on shirt,"contemporary minimalist, smart casual, modern luxury"
Valentino-Fall-Winter-2026-Fashion19.webp,fw_2026,Valentino,"camel, charcoal gray, white, black","oversized, elongated, relaxed tailoring","camel coat, gray trousers, striped shirt, tie, black shoulder bag","wool, cotton, silk blend",vertical stripe on shirt and tie,"contemporary menswear, smart casual, minimalist luxury"
Valentino-Fall-Winter-2026-Fashion62.webp,fw_2026,Valentino,"light blue, cream, black, brown",A-line midi skirt with fitted top,"light blue turtleneck, black waistband/belt, pleated cream midi skirt, brown fur stole, small clutch purse","cotton knit, silk chiffon, fur, suede or velvet",none,"contemporary luxury with vintage-inspired elements, elegant and refined"
Valentino-Fall-Winter-2026-Fashion35.webp,fw_2026,Valentino,"cream, sage green, black, taupe","structured, cropped top with flowing sheer skirt","plaid blazer, lace-trimmed skirt, black knee-high boots, fur collar detail","wool, lace, leather, fur",plaid,"contemporary luxury with vintage-inspired elements, modern romantic"
Valentino-Fall-Winter-2026-Fashion23.webp,fw_2026,Valentino,"magenta, black, blue","tailored, structured, dramatic with defined waist","blazer, pencil skirt, choker necklace, platform shoes","silk, velvet, lace",none,"luxury evening wear, haute couture, modern glamour"
Valentino-Fall-Winter-2026-Fashion74.webp,fw_2026,Valentino,"tan, pink, black, white","relaxed, oversized with cinched waist","blazer, wide-leg trousers, white shirt, pink cummerbund","wool, silk, cotton",none,"haute couture, androgynous, avant-garde"
Valentino-Fall-Winter-2026-Fashion75.webp,fw_2026,Valentino,"camel, dark blue, brown, black","relaxed, oversized top with fitted lace bottoms","oversized sweater, lace pants, oversized sunglasses","wool knit, lace, fur trim",floral lace,"luxury high fashion, modern elegance with bohemian elements"
Valentino-Fall-Winter-2026-Fashion22.webp,fw_2026,Valentino,"red, neutral beige, black",floor-length column gown with flowing train,"long-sleeve cowl neck dress, floor-length gown","jersey, crepe, silk-like material",none,"minimalist elegance, modern luxury, haute couture"
Valentino-Fall-Winter-2026-Fashion34.webp,fw_2026,Valentino,"charcoal gray, gold, plum purple","flowing, layered, ethereal","embellished blazer, tiered ruffle skirt, wrap belt","silk, pleated chiffon, metallic embroidered",ornate gold scrollwork embroidery,"haute couture, romantic bohemian, theatrical elegance"
Valentino-Fall-Winter-2026-Fashion63.webp,fw_2026,Valentino,"cream, beige, gold, black",draped flowing gown with cape,"strapless sweetheart neckline dress, flowing cape, embellished collar necklace","chiffon, silk, tulle",none,"classical elegance, Greek goddess inspired, haute couture"
Valentino-Fall-Winter-2026-Fashion18.webp,fw_2026,Valentino,"beige, cream, teal, black","oversized, relaxed, floor-length coat","long trench coat, striped dress shirt, teal inner layer, black trousers","wool, cotton blend, suiting",striped shirt,"contemporary luxury, minimalist tailoring, androgynous elegance"
Valentino-Fall-Winter-2026-Fashion59.webp,fw_2026,Valentino,"gray, black, blue, gold","tailored, cropped blazer with straight-leg trousers","cropped gray blazer, black dress pants, blue scarf, gold embellished belt, studded loafers","wool, silk, leather",none,"contemporary luxury, androgynous high fashion"
Valentino-Fall-Winter-2026-Fashion79.webp,fw_2026,Valentino,"cream, emerald green, burgundy","A-line, flowing and relaxed","pleated tunic, wrapped skirt, platform heels","pleated jersey, crepe, suede",none,modern minimalist with classic elegance
Valentino-Fall-Winter-2026-Fashion38.webp,fw_2026,Valentino,"brown, black, olive",oversized double-breasted blazer with straight-leg trousers,"double-breasted blazer, black trousers, black turtleneck, leather shoulder bag","wool, cotton, leather",none,"contemporary luxury menswear, modern tailoring, editorial fashion"
Valentino-Fall-Winter-2026-Fashion80.webp,fw_2026,Valentino,"taupe, blue, gold, brown",relaxed oversized tailored,"oversized blazer, wide-leg trousers, patterned shirt, headband, loafers","wool, silk, cotton blend",geometric print on shirt,luxury minimalism with 90s influence
Valentino-Fall-Winter-2026-Fashion14.webp,fw_2026,Valentino,"black, burgundy, gold, cream","loose, flowing, oversized","velvet blazer, draped trousers, sheer blouse, beaded necklace, studded heels","velvet, silk, sheer mesh, leather",none,"luxury evening wear, high fashion, contemporary glamour"
Valentino-Fall-Winter-2026-Fashion43.webp,fw_2026,Valentino,"dusty rose, mauve, blush pink",flowing mermaid with tiered skirt,"halter neck crop top, tiered tulle skirt, chain body harness","tulle, silk, chiffon",none,"haute couture, romantic glamour, ethereal elegance"
Valentino-Fall-Winter-2026-Fashion55.webp,fw_2026,Valentino,"rust orange, magenta pink, beige, black",oversized relaxed,"long coat, knit sweater, pleated trousers, studded belt","wool blend, knit, cotton, leather",none,contemporary luxury minimalism
Valentino-Fall-Winter-2026-Fashion02.webp,fw_2026,Valentino,"gray, brown, taupe, rust orange","oversized, straight, androgynous","double-breasted blazer, long scarf, wide-leg trousers, platform shoes","wool, linen, cotton blend",none,"minimalist modernism, avant-garde luxury, gender-neutral fashion"
Valentino-Fall-Winter-2026-Fashion83.webp,fw_2026,Valentino,"cream, red, taupe, gold",relaxed oversized,"long trench coat, red silk blouse, taupe trousers, gold belt","wool blend, silk, cotton blend",none,modern luxury minimalism
Valentino-Fall-Winter-2026-Fashion17.webp,fw_2026,Valentino,"beige, gray, black, gold","relaxed, oversized","knit sweater, wide-leg trousers, belt, cross-body bag, sneakers","knit, wool blend, leather",none,"contemporary minimalist, androgynous, luxury casual"
Valentino-Fall-Winter-2026-Fashion40.webp,fw_2026,Valentino,"black, taupe, gold","flowing, elongated, draped","long black dress, embellished cape, gold headpiece","crepe, lace, beaded fabric, chiffon",lace damask on bodice,"gothic glamour, haute couture, avant-garde"
Valentino-Fall-Winter-2026-Fashion56.webp,fw_2026,Valentino,"camel, taupe, gold","oversized, flowing, relaxed","long coat, pleated shirt, wide-leg trousers, belt","wool, linen, cotton blend",none,"minimalist luxury, contemporary tailoring, androgynous"
Valentino-Fall-Winter-2026-Fashion01.webp,fw_2026,Valentino,"brown, black, bronze",flowing wrap coat with deep V-neckline,"fur coat, wrap coat, studded sandals","mink fur, silk, leather",none,"luxury glamour, high fashion, evening wear"
Valentino-Fall-Winter-2026-Fashion76.webp,fw_2026,Valentino,"sage green, taupe, cream, blue",oversized double-breasted blazer with relaxed trousers,"double-breasted blazer, dress trousers, dress shirt, striped tie, sneakers","silk, wool, cotton",striped tie,"contemporary menswear, high fashion, tailored-casual fusion"
Valentino-Fall-Winter-2026-Fashion21.webp,fw_2026,Valentino,"cream, charcoal grey, burgundy, brown",oversized double-breasted blazer with wide-leg trousers,"double-breasted blazer, wide-leg trousers, scarf, shoulder bag, loafers","wool, tweed, silk, suede",none,"androgynous luxury, contemporary menswear-inspired, sophisticated minimalism"
Valentino-Fall-Winter-2026-Fashion37.webp,fw_2026,Valentino,"gray, yellow, black, gold, copper","Oversized tailored coat with midi skirt, relaxed and structured","wool coat, sequined skirt, turtleneck, black pants, platform shoes","wool, sequins, knit, suede or leather",Sequin embellishment,"Contemporary luxury, modern formal wear with editorial flair"
Valentino-Fall-Winter-2026-Fashion60.webp,fw_2026,Valentino,"forest green, champagne, cream, gold",relaxed oversized blazer with fitted lace pants,"oversized blazer, lace pants, fur clutch, drop earrings","satin, lace, fur",lace cutout,"modern luxury, contemporary elegance with romantic details"
Valentino-Fall-Winter-2026-Fashion61.webp,fw_2026,Valentino,"cream, white, mauve, red, black","oversized, voluminous wrap","fur stole, mauve slip dress, black belt, red handbag","fur, silk, lace, leather",lace detailing,"luxury haute couture, minimalist elegance with dramatic statement piece"
Valentino-Fall-Winter-2026-Fashion36.webp,fw_2026,Valentino,"mustard yellow, charcoal gray, tan, brown","relaxed, loose-fitting","turtleneck sweater, oversized trousers, shoulder bag","wool, cotton blend, suede",none,"1970s inspired, bohemian luxury, vintage minimalism"
Valentino-Fall-Winter-2026-Fashion20.webp,fw_2026,Valentino,"cream, beige, gold, purple, burgundy",flowing and draped with an open cardigan over a fitted waist,"long cardigan, lace bodysuit, draped shorts, studded heels","pleated crepe, lace, silk, suede",none,luxury glamour with bohemian elegance
Valentino-Fall-Winter-2026-Fashion77.webp,fw_2026,Valentino,"beige, taupe, gray, rust red","relaxed, flowing, oversized","long-sleeve draped top, tailored trousers, sneakers","cotton, linen, wool blend",none,"contemporary minimalist, high fashion streetwear"
Valentino-Fall-Winter-2026-Fashion57.webp,fw_2026,Valentino,"camel, tan, cognac, pink, charcoal gray","oversized, relaxed, layered","cowl neck sweater, leather tote bag, wide-leg trousers","knit, textured leather, wool blend",none,"contemporary minimalist, luxury casual, elevated everyday"
Valentino-Fall-Winter-2026-Fashion41.webp,fw_2026,Valentino,"gold, beige, taupe, brown",fitted and structured,"fur coat, embellished crop top, embellished mini skirt, choker, platform heels","fur, sequins, beading, lace",floral lace and ornate beading,luxury glamour with baroque-inspired embellishments
Valentino-Fall-Winter-2026-Fashion16.webp,fw_2026,Valentino,"slate blue, rose pink, cognac brown, black, gold",relaxed modern with contrast details,"oversized sweater, mini skirt, studded heels, structured handbag, layered necklace","knit wool, pleated fabric, lace, suede, leather","lace detailing, pleated texture",contemporary luxe with vintage-inspired details
Valentino-Fall-Winter-2026-Fashion82.webp,fw_2026,Valentino,"nude, gold, mauve, blush pink",dramatic ball gown with voluminous ruffled skirt,"embellished sheer jacket, strapless gown, ruffled skirt","lace, tulle, silk taffeta",ornate embroidered lace,"haute couture, romantic glamour, dramatic elegance"
Valentino-Fall-Winter-2026-Fashion70.webp,fw_2026,Valentino,"mustard yellow, black, blush pink, brown",column silhouette with voluminous top,"pleated blouse, midi skirt, fur stole, ruffled collar","silk, pleated crepe, fur, chiffon",none,"high fashion, luxe minimalism, contemporary elegance"
Valentino-Fall-Winter-2026-Fashion27.webp,fw_2026,Valentino,"taupe, pink, blue, cream",fitted waist with flowing top,"pleated tunic, wide belt, skinny jeans, ankle boots, sunglasses, structured handbag","pleated fabric, denim, suede",none,"contemporary luxury, minimalist chic with feminine elegance"
Valentino-Fall-Winter-2026-Fashion31.webp,fw_2026,Valentino,"champagne, gold, blush pink, nude",flowing and draped with exaggerated shoulder piece,"pleated cape jacket, slip dress, choker necklace","metallic pleated material, silk or silk-like fabric, sheer lace",none,"luxury minimalist, high fashion couture, modern elegance"
Valentino-Fall-Winter-2026-Fashion66.webp,fw_2026,Valentino,"black, mauve, cream",oversized blazer with sheer midi skirt,"black leather blazer, sheer mauve skirt with lace panel, black sunglasses, ornate pendant necklace","leather, silk, lace, tulle",lace appliqué,"high fashion, avant-garde, modern luxury"
Valentino-Fall-Winter-2026-Fashion85.webp,fw_2026,Valentino,"black, silver, gold, purple",flowing and draped,"sequined cape, black velvet pants, purple waistband, statement necklace","sequin, velvet, fringe, beaded material",none,"glamorous evening wear, luxury haute couture"
Valentino-Fall-Winter-2026-Fashion11.webp,fw_2026,Valentino,"black, denim blue, orange/gold","long, flowing, oversized coat with straight legs","long black coat, denim jeans, orange/gold top, black gloves","wool or wool blend, denim, silk or satin",none,"modern luxury, minimalist chic, high fashion, contemporary elegance"
Valentino-Fall-Winter-2026-Fashion46.webp,fw_2026,Valentino,"black, purple, teal",flowing and dramatic with elongated proportions,"cape, bodysuit, sheer lace shorts, platform heels, bow headpiece","chiffon, lace, jersey knit, silk",lace detailing,avant-garde gothic glamour
Valentino-Fall-Winter-2026-Fashion50.webp,fw_2026,Valentino,"pink, black, mint green, cream",fitted crop top with mini skirt,"long-sleeve crop top, lace mini skirt, ankle strap heels, structured handbag, ornamental necklace","knit, lace, suede",lace floral,romantic gothic luxe
Valentino-Fall-Winter-2026-Fashion07.webp,fw_2026,Valentino,"cream, black, teal",asymmetrical wrap top with fitted skirt,"wrap top, ruched skirt, velvet shawl, strappy sandals","jersey, crepe, velvet",none,modern elegant with architectural draping
Valentino-Fall-Winter-2026-Fashion06.webp,fw_2026,Valentino,"beige, cream, grey, gold, blue","oversized, relaxed tailoring with cropped jacket and wide-leg trousers","long-sleeve button-up shirt, cropped blazer, wide-leg trousers, chain-detail collar necklace, structured handbag, sneakers","cotton blend, wool suiting, linen, metal chain accents",none,contemporary high fashion with androgynous tailoring and luxury streetwear elements
Valentino-Fall-Winter-2026-Fashion51.webp,fw_2026,Valentino,"black, golden yellow, blue","flowing, elongated, dramatic drape","long black coat, golden yellow scarf, blue gloves","wool, silk, leather",none,"high fashion, avant-garde, luxury couture"
Valentino-Fall-Winter-2026-Fashion47.webp,fw_2026,Valentino,"lavender pink, silver gray, brown, black",tailored blazer with draped skirt,"blazer, wrap skirt, fur stole, platform heels","wool, silk, fur, leather",none,"high fashion couture, elegant luxury, contemporary sophistication"
Valentino-Fall-Winter-2026-Fashion10.webp,fw_2026,Valentino,"gray, taupe, terracotta, blush","relaxed, straight-leg, androgynous","turtleneck long-sleeve top, pleated trousers, athletic sneakers","cotton blend, wool blend, canvas",none,"minimalist, contemporary, gender-neutral, sporty-chic"
Valentino-Fall-Winter-2026-Fashion84.webp,fw_2026,Valentino,"sage green, black, gold",A-line,"fuzzy coat, black bow belt, dress, gold platform sandals, chain shoulder bag","fur, silk",none,luxury minimalist with vintage glamour
Valentino-Fall-Winter-2026-Fashion67.webp,fw_2026,Valentino,"mint green, red, silver, black",flowing and draped with high-waisted long skirt,"oversized blazer, maxi skirt, chunky chain necklace, oversized sunglasses","silk or silk-like material, metal chain, structured suiting",none,"luxury street style, contemporary high fashion, bold minimalism"
Valentino-Fall-Winter-2026-Fashion30.webp,fw_2026,Valentino,"black, pink, gold",fitted and elongated,"velvet blazer, satin scarf, high-waisted trousers, gold heels","velvet, satin, wool blend",none,luxury minimalist with bold color blocking
Valentino-Fall-Winter-2026-Fashion26.webp,fw_2026,Valentino,"cream, brown, blue, black, gold","relaxed, oversized layers with fitted base","fur coat, white collared shirt, gold belt, skinny jeans, black platform heels, black sunglasses, black quilted handbag","fur, cotton, denim, leather, metal chain",striped fur,"luxury casual, high fashion editorial"
Valentino-Fall-Winter-2026-Fashion71.webp,fw_2026,Valentino,"chartreuse green, royal blue, nude",flowing A-line mini dress,"lace dress, wide belt, sheer tights, embellished sandals, tiara","lace, silk, tulle, metallic",none,romantic bohemian with classical elegance
Valentino-Spring-Summer-2023-Fashion67.jpg,ss_2023,Valentino,"red, black","oversized, straight, relaxed","utility shirt dress, long sleeve button-up","cotton, poplin",none,"contemporary minimalism, utilitarian chic"
Valentino-Spring-Summer-2023-Fashion10.webp,ss_2023,Valentino,"black, silver, gunmetal","fitted, mini length","embellished sweater, mini dress, embellished boots, structured handbag","knit, rhinestone, sequin, leather",vertical ribbed knit with crystal embellishments,"luxe minimalism, high fashion evening wear"
Valentino-Spring-Summer-2023-Fashion47.webp,ss_2023,Valentino,"champagne, nude, bronze, gold",fitted bodycon,"long-sleeve sequin dress, shoulder bag","sequins, mesh",all-over sequin embellishment,"luxury evening wear, glamorous, high fashion"
Valentino-Spring-Summer-2023-Fashion51.webp,ss_2023,Valentino,"electric blue, black",wrap dress with ruching,"sequin wrap dress, platform boots","sequin, leather",none,"glamorous evening wear, modern luxury"
Valentino-Spring-Summer-2023-Fashion06.webp,ss_2023,Valentino,"beige, cream, taupe, tan",relaxed oversized top with fitted shorts,"cape top, shorts, platform boots, quilted handbag","silk, wool blend, leather, quilted leather",none,"minimalist luxury, contemporary menswear-inspired, high fashion"
Valentino-Spring-Summer-2023-Fashion71.webp,ss_2023,Valentino,"black, charcoal",oversized double-breasted blazer with shorts,"double-breasted blazer, shorts, black tights, platform lace-up boots, small shoulder bag","wool, cotton blend, leather",none,contemporary minimalist with androgynous tailoring
Valentino-Spring-Summer-2023-Fashion26.webp,ss_2023,Valentino,"beige, silver, white, black",A-line midi,"long-sleeve crew neck top, midi skirt, sequined tights, structured handbag","knit, embellished fabric, sequins, leather",floral embellishment,modern elegance with evening sophistication
Valentino-Spring-Summer-2023-Fashion30.webp,ss_2023,Valentino,"beige, black, cream","oversized, relaxed, boxy","oversized t-shirt, knee-length shorts, black socks, black platform boots, shoulder bag","cotton, mesh, leather",geometric triangular monogram print,"contemporary minimalist, gender-neutral streetwear"
Valentino-Spring-Summer-2023-Fashion66.webp,ss_2023,Valentino,"beige, cream, tan, red","relaxed, oversized, contemporary","zip-up jacket, t-shirt, jogger pants, quilted tote bag","nylon, cotton blend, technical fabric",quilted texture on bag,"modern minimalist, streetwear luxury, casual sophistication"
Valentino-Spring-Summer-2023-Fashion31.webp,ss_2023,Valentino,"beige, cream, ivory",A-line flowing gown,"evening gown, feathered dress","feathers, tulle, silk",none,"haute couture, ethereal, elegant, avant-garde"
Valentino-Spring-Summer-2023-Fashion27.webp,ss_2023,Valentino,"red, pink, black",oversized flowing cape dress with dramatic drapery,"button-up shirt dress, flowing cape overlay, red heeled shoes","cotton poplin, structured cotton blend",none,"contemporary haute couture, architectural minimalism with dramatic elegance"
Valentino-Spring-Summer-2023-Fashion70.webp,ss_2023,Valentino,"beige, cream, taupe",oversized trench coat with feathered hem,"double-breasted trench coat, feathered dress, structured handbag","cotton blend, feathers, textured leather",none,"modern luxury, contemporary minimalism with textural interest"
Valentino-Spring-Summer-2023-Fashion07.webp,ss_2023,Valentino,"red, black","flowing, draped, cape-like","cape dress, long gown","silk, crepe, flowing fabric",none,"haute couture, dramatic, minimalist elegance"
Valentino-Spring-Summer-2023-Fashion50.webp,ss_2023,Valentino,"beige, black, tan",A-line midi dress with fitted bodice and voluminous skirt,"long-sleeve dress, sunglasses","cotton blend, printed cotton",geometric triangle allover print,contemporary minimalist with modern geometric design
Valentino-Spring-Summer-2023-Fashion46.webp,ss_2023,Valentino,"silver, gray, metallic","straight, oversized coat with feathered trim","sequined coat, feathered dress, platform heels, structured handbag","sequins, feathers, metallic material",none,"luxury evening wear, contemporary high fashion, avant-garde glamour"
Valentino-Spring-Summer-2023-Fashion11.webp,ss_2023,Valentino,"emerald green, black",oversized blazer with fringe details,"sequined blazer, black tights, black heeled boots, structured handbag","sequin, feather fringe, leather",sequin embellishment,"luxury evening wear, haute couture, glamorous"
Valentino-Spring-Summer-2023-Fashion77.webp,ss_2023,Valentino,"black, charcoal, dark gray","oversized, flowing, androgynous","double-breasted coat, sheer shirt, tailored shorts, knee-high socks, platform boots, chain necklace","wool, sheer mesh, leather",none,"contemporary minimalist, avant-garde, gender-fluid, high fashion"
Valentino-Spring-Summer-2023-Fashion20.webp,ss_2023,Valentino,"black, gold, silver","fitted, cropped top with high-waisted pants","sequined crop top, sequined trousers, small handbag","sequins, beaded mesh",all-over sequin embellishment,"luxury evening wear, glamorous, high fashion"
Valentino-Spring-Summer-2023-Fashion36.webp,ss_2023,Valentino,"black, gray, charcoal","oversized, relaxed, minimalist","oversized black shirt, gray knit top, black shorts, black platform boots, chain necklace","cotton, wool blend, knit, leather",none,"dark minimalism, contemporary, androgynous, grunge-inspired"
Valentino-Spring-Summer-2023-Fashion61.webp,ss_2023,Valentino,"black, cream, white","oversized, flowing, cocoon-like","geometric patterned coat, matching leggings, patterned shoes","textured knit, jacquard",geometric triangular grid pattern,"avant-garde, conceptual, modernist"
Valentino-Spring-Summer-2023-Fashion16.webp,ss_2023,Valentino,black,oversized tailored,"blazer, trousers, sheer top, small clutch","wool, linen blend, mesh, leather",none,"minimalist luxury, androgynous tailoring, contemporary high fashion"
Valentino-Spring-Summer-2023-Fashion41.webp,ss_2023,Valentino,"beige, cream, nude",fitted top with voluminous textured bottom,"long sleeve fitted top, maxi skirt, clutch","jersey knit, ostrich feathers, tulle",none,"high fashion, editorial, luxury evening wear"
Valentino-Spring-Summer-2023-Fashion57.webp,ss_2023,Valentino,"purple, silver, black",flowing cape silhouette,"sequined cape, long gown","sequined fabric, pleated material",none,"haute couture, glamorous, elegant evening wear"
Valentino-Spring-Summer-2023-Fashion01.webp,ss_2023,Valentino,"black, white, cream",oversized cape silhouette with dramatic draping,"geometric patterned cape coat, matching face mask, patterned leggings, patterned heels","mesh, structured knit, geometric print textile",geometric diamond/triangular lattice print,"avant-garde, conceptual, editorial haute couture"
Valentino-Spring-Summer-2023-Fashion56.webp,ss_2023,Valentino,black,"oversized, loose-fitting","long-sleeve shirt, shorts, ankle boots, quilted handbag","cotton, leather, nylon",none,"minimalist, contemporary, androgynous"
Valentino-Spring-Summer-2023-Fashion40.webp,ss_2023,Valentino,black,"flowing, elongated, minimalist","long sleeve dress, draped cape or shawl","wool, knit, crepe",none,"haute couture, minimalist elegance, avant-garde"
Valentino-Spring-Summer-2023-Fashion17.webp,ss_2023,Valentino,"champagne, beige, black, taupe",tailored oversized suit with relaxed fit,"sequin blazer, sequin trousers, black lapel shirt, chain necklace","sequined fabric, silk, cotton blend",allover sequins,"contemporary luxury, androgynous glam, high fashion evening wear"
Valentino-Spring-Summer-2023-Fashion60.webp,ss_2023,Valentino,"black, dark green, charcoal","fitted, elongated, streamlined","sequined camisole dress, sequined leggings, structured handbag","sequins, jersey knit, leather",none,"modern luxury, evening wear, high fashion, minimalist glamour"
Valentino-Spring-Summer-2023-Fashion37.webp,ss_2023,Valentino,"taupe, silver, purple, black",fitted top with full midi skirt,"long-sleeve fitted top, sequined midi skirt, sequined leg warmers or boots","jersey knit, sequins, tulle",scattered sequins with purple feather appliqués,"contemporary high fashion, avant-garde glamour"
Valentino-Spring-Summer-2023-Fashion21.webp,ss_2023,Valentino,"taupe, brown, neutral","flowing, draped, oversized","long-sleeve dress, cape-like overlay, tunic dress","fluid jersey, lightweight crepe, draped cotton",none,"minimalist, contemporary, avant-garde"
Valentino-Spring-Summer-2023-Fashion76.webp,ss_2023,Valentino,"black, charcoal, silver",fitted bodycon midi dress with tapered waist,"long-sleeved midi dress, fringe embellished dress","sequined material, fringe, stretch knit",vertical striped sequin pattern,"contemporary luxury, evening wear, modern glamour"
